title,content,thumbnail,category,publish_date_str,author_username
CEO Timnas Malaysia: Dokumen Naturalisasi Bukan Urusan Kami,"CEO timnas Malaysia Rob Friend menyebut pihaknya tidak mengurus dokumen tujuh pemain naturalisasi yang dipermasalahkan FIFA.
Rob Friend menyatakan, pihaknya berfokus pada aspek teknis di lapangan. Sedangkan persoalan administrasi, lanjutnya, merupakan urusan federasi dalam hal ini FAM.
""Penting untuk saya jelaskan bahwa tim nasional tidak terlibat langsung dalam urusan dokumen. Kami hanya fokus kepada strategi, prestasi dan taktik tim,"" kata Rob Friend dikutip dari Berita Harian.
Friend menyampaikan Badan Tim Nasional hanya menerima tugas dari FAM untuk mendalami kemampuan pemain yang sedang menjalani proses naturalisasi. Namun demikian, persoalan surat menyurat menjadi bagian dari federasi.
Lebih lanjut, Rob Friend menegaskan hanya menampilkan pemain yang sudah mendapat legitimasi dari FIFA.
""Saya dengan pelatih tim nasional, Peter Cklamovski hanya menilai pemain dari sudut teknikal. Kami tidak mengurus dokumen atau pendaftaran. Itu sepenuhnya bidang FAM dan pejabat negara yang berkaitan,"" ujarnya.
Sebelumnya, FIFA menghukum tujuh pemain naturalisasi timnas Malaysia denda 2.000 CHF (setara Rp41,8 juta) serta larangan bermain 12 bulan. Selain itu FIFA menjatuhi denda 350 ribu CHF (setara Rp7,3 miliar) untuk FAM.
Ketujuh pemain yang dihukum adalah Gabriel Felipe Arrocha, Facundo Tomas Garces, Rodrigo Julian Holgado, Imanol Javier Machuca, Joao Vitor Brandao Figueiredo, Jon Irazabal Iraurgui, dan Hector Alejandro Hevel Serrano.
Tempat lahir kakek dan nenek dari tujuh pemain itu dinyatakan berbeda. FAM mengklaim lokasi lahir di wilayah Malaysia, sedangkan berdasarkan dokumen FIFA tempat lahirnya tersebar di Spanyol, Argentina, Brasil, hingga Belanda.",https://akcdn.detik.net.id/visual/2025/06/11/aksi-pemain-naturalisasi-timnas-malaysia-bantai-vietnam-4-0-1749611541983_169.jpeg?w=650&q=90,sepakbola,"Sabtu, 18 Okt 2025 16:40 WIB",CNN Indonesia
5 Fakta Jelang Duel Jonatan vs Alex Lanier di Semifinal Denmark Open,"Jonatan Christie akan menghadapi Alex Lanier di babak semifinal Denmark Open 2025, Sabtu (18/10). Berikut fakta menarik jelang laga tersebut.
Jonatan yang memenangkan Korea Open bulan lalu tengah berusaha melanjutkan tren bagus di Denmark Open. Sejauh ini, Jonatan bisa tampil impresif dan lolos ke semifinal.
Di babak semifinal, Alex Lanier bakal mengadang. Lanier adalah salah satu bintang muda yang bersinar di dunia badminton saat ini.
Berikut fakta menarik jelang laga tersebut:
1. Laga ini adalah pertemuan pertama antara Jonatan Christie dengan Alex Lanier. Mereka belum pernah berjumpa sebelumnya.
2. Jonatan Christie berstatus unggulan keenam di turnamen ini. Sedangkan Alex Lanier persis di bawahnya dengan status unggulan ketujuh.
3. Jonatan maju ke babak semifinal dengan dua kali memainkan laga rubber game. Hal tersebut terjadi ketika menghadapi Kenta Nishimoto di babak pertama dan Li Shifeng di babak perempat final.
4. Sedangkan Alex Lanier belum kehilangan satu gim pun di turnamen ini. Ia menjejakkan kaki ke babak semifinal dengan melewati adangan Koki Watanabe, Weng Hong Yang, dan Lakhsya Sen dengan selalu menang dua gim langsung.
5. Pada Denmark Open tahun lalu, Jonatan Christie terhenti di babak kedua. Sedangkan Alex Lanier bisa menembus babak semifinal namun kalah di tangan Koki Watanabe.",https://akcdn.detik.net.id/visual/2025/10/18/jonatan-christie-1760746594643_169.jpeg?w=650&q=90,sepakbola,"Sabtu, 18 Okt 2025 15:55 WIB",CNN Indonesia
Thom Haye Soal Indonesia Gagal ke Piala Dunia: Sangat Menyakitkan,"Thom Haye tak memungkiri bahwa kegagalan Timnas Indonesia lolos ke Piala Dunia 2026 sangat menyakitkan.
Mimpi Tim Garuda menembus Piala Dunia sudah pupus. Hal ini dikarenakan tim yang ketika itu diasuh Patrick Kluivert hanya finis sebagai juru kunci Grup B babak keempat Kualifikasi Piala Dunia 2026.
Timnas Indonesia kalah bersaing dengan Arab Saudi dan Irak. Haye dan kawan-kawan takluk 2-3 dari Arab Saudi dan kalah 0-1 dari Irak.
""Saya harus mengatakan bahwa hari-hari terakhir ini sangat sulit,"" ucap Haye saat diwawancara usai laga PSBS Biak vs Persib Bandung dalam lanjutan Super League, Sabtu (17/10), yang diunggah akun Liga 1 Match.
""Saya pikir itu sangat sulit, hasilnya [yang didapat]. Itu sangat meyakitkan, tetapi di sisi lain saya pikir cara terbaik untuk menjernihkan pikiran Anda adalah dengan berada di lapangan untuk bermain,"" katanya melanjutkan.
Namun, kegagalan itu tidak ingin terus diratapi oleh Haye. Pemain yang menangis usai laga Indonesia vs Irak itu berusaha melupakan kegagalan lolos ke Piala Dunia 2026 dengan memainkan pertandingan bersama Persib.
""Jadi, saya pikir saya akan berkata kepada diri sendiri. Saya akan menikmati hanya bermain, melupakan semuanya, dan saya pikir saya melakukan itu,"" katanya.
Persib yang diperkuat Thom Haye berhasil meraih kemenangan 3-0 atas PSBS Biak, Sabtu kemarin. Meski tidak mencetak gol, Thom Haye dinobatkan sebagai pemain terbaik di laga itu.",https://akcdn.detik.net.id/visual/2025/10/12/irak-vs-indonesia-1760224150517_169.jpeg?w=650&q=90,sepakbola,"Sabtu, 18 Okt 2025 15:30 WIB",CNN Indonesia
"Kejuaraan Dunia Junior: Gagalkan 3 Match Point Lawan, Ubed ke Final","Moh Zaki Ubaidillah berhasil lolos ke final Kejuaraan Dunia Junior usai mengalahkan Li Zhi Hang dengan skor 14-16, 16-14, 15-12 di Guwahati, India, Sabtu (18/10).
Pada gim pertama, Ubed menguasai pertandingan dengan baik. Ia bisa memimpin 4-1 di awal pertandingan lalu berlanjut menjadi 8-4 di interval.
Selepas interval, Ubed masih bisa menguasai keadaan dengan cakap. Ia masih unggul empat angka pada kedudukan 11-7.
Usai momen tersebut, Li Zhi Hang sempat merebut tiga poin beruntun dan mendekat di angka 10-11. Namun Ubed membalas dengan raihan tiga poin untuk merebut game point di angka 14-10.
Sayangnya, Ubed gagal memaksimalkan empat game point yang ia dapat. Li Zhi Hang menyamakan skor jadi 14-14 lalu merebut dua poin beruntun di adu setting. Skor 16-14 untuk Li Zhi.
Masuk ke gim kedua, skor ketat terjadi hingga angka 4-4. Namun setelah itu Li Zhi Hang bisa merebut dua poin beruntun dan unggul 6-4.
Tekanan kuat makin dirasakan oleh Ubed. Smes keras Li Zhi Hang ke ruang kosong membuatnya memimpin 8-5 di interval.
Memasuki paruh akhir gim kedua, Ubed merebut dua poin beruntun dan mendekat di angka 7-8. Namun Li Zhi Hang bisa merebut angka berikutnya dan mengubah skor jadi 9-7.
Setelah mendapag angka kedelapan, Ubed punya kesempatan menyamakan poin namun smesnya membentur net. Skor pun berubah jadi 10-8 untuk Li Zhi Hang.
Selisih bertambah menjadi tiga angka pada kedudukan 12-9 setelah Li Zhi Hang bisa mengarahkan bola ke ruang kosong. Smes keras Li Zhi Hang yang tidak bisa ditahan Ubed membuat kedudukan berubah jadi 13-9.
Dalam kondisi terdesak, Ubed coba bangkit. Ia bisa merebut dua poin setelah pukulan lawan out dan kemudian dilanjutkan smes keras pada permainan berikutnya. Skor berubah jadi 11-13.
Namun Li Zhi Hang bisa merebut match point di angka 14-11 lewat smes lurus yang tidak bisa dikembalikan Ubed. Ubed berhasil menyelamatkan game point pertama lewat dorongan bola di depan net.
Smes silang Ubed lalu mendekatkan angka ke 13-14. Ubed lalu berhasil menyamakan skor jadi 14-14 setelah membendung smes keras Li Zhi Hang lalu balas melakukan smes yang menghasilkan poin.
Smes ke arah badan lawan membuat Ubed berganti unggul dan meraih game point di angka 15-14. Kesalahan Li Zhi Hang saat menerima servis mengantar Ubed menang 16-14 dan memaksakan rubber game.
Masuk ke gim penentuan, skor sempat imbang di angka 2-2. Setelah momen itu, Ubed tampil lebih menggigit. Ia bisa membuat selisih empat poin, 8-4 di masa interval.
Setelah smesnya sempat melebar, Ubed terus berusaha menjaga tekanannya pada Li Zhi Hang. Ubed mampu menambah dua poin dan memimpin 10-5.
Ubed makin percaya diri dalam bermain. Cegatan di depan net membuatnya menciptakan selisih enam angka pada kedudukan 12-6.
Netting yang gagal dari lawan membuat Ubed makin mendekati kemenangan di angka 13-7. Usai momen ini, Ubed kehilangan empat angka beruntun sehingga skor berubah jadi 11-13.
Sambaran Li Zhi Hang membuat skor berubah jadi 12-13. Situasi pertandingan kembali jadi menegangkan.
Ubed bisa keluar dari tekanan sekaligus meraih match point di angka 14-12. Hal itu terjadi setelah pukulan backhand yang ia lakukan tak bisa direspons dengan baik oleh lawan.
Smes keras Ubed langsung menghadirkan poin di match point pertama yang ia miliki. Ubed menutup laga dengan skor 15-12.",https://akcdn.detik.net.id/visual/2025/10/18/moh-zaki-ubaidillah-1760771785626_169.jpeg?w=650&q=90,raket,"Sabtu, 18 Okt 2025 14:47 WIB",CNN Indonesia
Jadwal Siaran Langsung Semifinal Denmark Open: Jonatan dan Fajar/Fikri,"Fajar Alfian/Muhammad Shohibul Fikri dan Jonatan Christie bakal berlaga di semifinal Denmark Open 2025, Sabtu (18/10). Berikut jadwal siaran langsung laga tersebut.
Fajar/Fikri dan Jonatan jadi dua wakil yang masih menjaga harapan meraih gelar Denmark Open. Laga semifinal Denmark Open akan dimulai pukul 14.00 WIB dan disiarkan langsung di TVRI Sports dan SPOTV.
Laga babak semifinal Denmark Open hanya akan menggunakan satu lapangan. Fajar/Fikri akan lebih dulu turun bermain. Fajar/Fikri bakal menghadapi Liang Weikeng/Wang Chang di urutan keempat.
Dari rekor pertemuan, Fajar/Fikri selalu memenangkan dua laga sebelumnya lawan Liang/Wang. Kedua laga itu bahkan berlangsung di China, tepatnya di China Open dan China Masters.
Pada China Open, Fajar/Fikri mengalahkan Liang/Wamg dengan skor 21-19, 21-17 di babak semifinal. Sedangkan di China Masters, Fajar/Fikri menang 16-21, 21-15, 21-18 di babak 16 besar.
Sedangkan Jonatan akan tampil di urutan ke-10 alias pertandingan terakhir. Jonatan akan menghadapi pebulutangkis muda Prancis, Alex Lanier.
Bagi Jonatan, ini adalah pertemuan pertama melawan Alex Lanier. Laga ini jadi kesempatan bagi Jonatan untuk mempertahankan ritme bagusnya setelah jadi juara Korea Open bulan lalu.",https://akcdn.detik.net.id/visual/2025/10/18/fajar-alfianmuhammad-shohibul-fikri-1760746299147_169.jpeg?w=650&q=90,raket,"Sabtu, 18 Okt 2025 14:28 WIB",CNN Indonesia
Reaksi PBSI Usai 4 Atlet Indonesia Mundur dari Pelatnas,"Kabid Binpres PBSI, Eng Hian, menghormati keputusan empat atlet bulutangkis Indonesia untuk memilih jalur sebagai pemain independen.
Keputusan mundur dari pelatnas PBSI diambil oleh Rinov Rivaldy, Yeremia Rambitan, Pitha Haningtyas Mentari, dan Lisa Ayu Kusumawati. Keempat pemain ini mengikuti jejak Jonatan Christie dan Komang Ayu Cahya Dewi yang sudah lebih memutuskan jadi pemain independen.
""Kami menghormati dan memahami keputusan Yere, Rinov, Pitha, dan Lisa untuk mengakhiri kebersamaan di Pelatnas dan melanjutkan karier sebagai atlet profesional. Selama menjadi bagian dari Pelatnas, yang bersangkutan telah memberikan kontribusi bagi prestasi olahraga Indonesia,"" ucap Eng Hian dalam rilis PBSI.
""Bidang Pembinaan dan Prestasi mengucapkan terima kasih atas dedikasi, kerja keras, serta pengabdian yang telah ditunjukkan selama menjalani program pelatnas. Kami berharap pengalaman yang diperoleh selama berada di lingkungan pelatnas dapat menjadi bekal berharga dalam menapaki karier profesional ke depan,"" katanya melanjutkan.
Rinov/Pitha selama ini dikenal sebagai salah satu andalan Indonesia di nomor ganda campuran. Selama jadi pasangan di pelatnas PBSI, Rinov/Pitha meraih dua gelar Spain Masters 2023 dan 2024.
Sedangkan Yeremia bermain di nomor ganda putra. Ia pernah berpasangan dengan Pramudya Kusumawardana dan Lisa Ayu sempat lama berpasangan dengan Rehan Naufal Kusharjanto.
Eng Hian menaruh harap empat pemain tersebut akan bisa terus mengukir prestasi setelah memilih untuk berstatus pemain independen.
""Kami juga berharap agar mereka bisa menjaga profesionalisme dan bisa berprestasi di turnamen mendatang,"" katanya.
""Ke depannya kita akan sama-sama bekerja keras untuk mengharumkan nama bangsa Indonesia di kancah International.""",https://akcdn.detik.net.id/visual/2023/06/17/pramudya-dan-yeremia-melaju-ke-semifinal-indonesia-open-2023-12_169.jpeg?w=650&q=90,raket,"Sabtu, 18 Okt 2025 13:56 WIB",CNN Indonesia
"Persebaya vs Persija: Gengsi, Ambisi, dan Rivalitas Suci","Stabilitas Persija Jakarta akan kembali diuji saat tandang ke markas Persebaya Surabaya pada pekan kesembilan Super League 2025/2026 pada Sabtu (18/10) malam.
Macan Kemayoran datang ke Kota Pahlawan dengan situasi kurang ideal. Tim asuhan Mauricio Souza ini tak meraih kemenangan dalam tiga laga terakhir, termasuk menelan dua kekalahan.
Sempat tampil garang pada awal musim, performa Persija menurun. Pertahanan Persija yang dikawal Rizky Ridho dan Jordi Amat kini tidak terlalu sulit ditembus.
Usai ditahan Bali United 1-1 dalam laga kandang, Persija takluk 0-2 dari PSM Makassar di Stadion Gelora BJ Habibie, lantas kalah 1-3 dari Borneo FC di Stadion Segiri.
Kini,Persija tandang ke markas Persebaya, Stadion Gelora Bung Tomo. Musim ini, baru PSIM Yogyakarta yang bisa mempermalukan Persebaya di depan Bonekmania.
Setelah kekalahan tersebut, Persebaya selalu tampil garang di kandang. Tim asuhan Eduardo Perez ini menghajar Bali United 5-2 dan unggul 1-0 atas Semen Padang FC di kandang.
Sebelum bertemu Persija, Persebaya juga mencuri satu poin di kandang Dewa United. Saat ini suasana kebatinan Persebaya jauh lebih stabil dibanding tim tamu.
Namun, Persebaya tak akan diperkuat tiga pemain kunci, yakni Dejan Tumbas, Risto Mitrevski, dan Koko Ari Araya. Absennya Tumbas bisa menjadi celah di lini tengah Persebaya.
Pada saat yang sama Persija tidak bisa dibela lima pemain, yaitu Ryo Matsumura, Bruno Tubarao, Carlos Eduardo, Hanif Sjahbandi, dan Rayhan Hannan. Kondisi Persija kurang ideal.
Bisakah Persija mencuri poin di markas Persebaya? Tak ada yang mustahil, tetapi 'arah angin' sedang berpihak ke Persebaya. Karenanya Persija butuh strategi jitu.
Faktanya, strategi permainan Souza sudah terbaca. Jika pelatih asal Brasil ini tak punya rumus jitu lain, bukan tidak mungkin Persija akan dilumat di Surabaya.
Baca lanjutan artikel ini di halaman selanjutnya>>>
Sejarah tak berpihak pada Persija. Sejak era Liga 1 pada 2017, Persebaya dan Persebaya sudah bentrok 14 kali. Dari jumlah pertemuan itu,Persija dominan kalah.
Persija hanya dua kali menang dari 14 pertemuan terakhir. Adapun Persebaya lima kali menang. Sisanya berakhir dengan skor imbang. Ini fakta sekaligus peringatan serius bagi tim tamu.
Pemain Bajol Ijo, julukan Persebaya, juga punya semangat berlebih saat jumpa Persija. Ini seperti pertandingan Persebaya kontra Arema yang juga sengit.
Memang rivalitas Persebaya versus Persija tidak sekeras Persebaya vs Arema, tetapi tensinya tidak jauh berbeda. Seolah ada tekanan keras dari suporter agar jangan kalah.
Karena itu pula pertemuan kedua tim sangat dinanti. Pertandingan ini tak hanya sekedar adu strategi, tetapi juga gengsi antarpemain dan suporter yang telah terwariskan.
Bagi Souza, yang pernah menangani Madura United sebelum ke Persija, Stadion Gelora Bung Tomo memang angker. Souza belum pernah menang saat jumpa Persebaya di Surabaya.
Dalam bayang-bayang pahit itu, Souza mencoba berpikir positif. Ini adalah salah satu sarana bagi Souza bahwa racikan strateginya memang ampuh dan bertuah.
Persepsi bahwa Persija kehilangan taji, jika Allano Lima dihentikan, perlu diuji. PSM dan Borneo sudah membuktikan itu, dan tinggal satu bukti lagi sebagai penegasan.
Tak hanya Souza, Perez juga dalam sorotan. Mantan asisten pelatih Timnas Indonesia era Luis Milla ini belum memperlihatkan performa yang sangat memuaskan.
Bedanya, penampilan Persebaya mulai meningkat. Setelah di awal musim kurang menggigit, kini bisa mulai garang. Buktinya, dua kemenangan diraih secara beruntun.
Sejarah memang tidak berpihak kepada Persija, tetapi asa selalu ada. Namun Persebaya juga punya harapan besar untuk berpesta dalam laga kandang kali ini.",https://akcdn.detik.net.id/visual/2025/09/29/borneo-fc-samarinda-kalahkan-persija-jakarta-1759112462889_169.jpeg?w=650&q=90,sepakbola,"Sabtu, 18 Okt 2025 13:25 WIB",CNN Indonesia
"Rinov, Yeremia, Pitha, dan Lisa Mundur dari Pelatnas PBSI","Empat atlet bulutangkis Indonesia yakni Rinov Rivaldy, Yeremia Rambitan, Pitha Haningtyas, dan Lisa Ayu Kusumawati memutuskan mundur dari pelatnas PBSI.
Kabar itu diumumkan PBSI di akun media sosial Instagram pada Sabtu (18/10). Rinov, Yeremia, Pitha, dan Lisa memutuskan untuk menjadi pemain independen.
""Terima kasih atas dedikasi dan kontribusinya selama menjadi bagian dari Pelatnas PBSI. Yeremia, Rinov, Pitha dan Lisa resmi mengakhiri masa tugasnya di Pelatnas dan akan melanjutkan karier sebagai pemain profesional,"" tulis PBSI.
""PBSI mendoakan yang terbaik untuk perjalanan baru ini - semoga terus berprestasi dan membawa nama Indonesia dengan bangga.""
Rinov dan Pitha selama ini menjadi pasangan yang tampil di nomor ganda campuran. Yeremia bermain di ganda putra dan Lisa Ayu merupakan pemain ganda campuran.
Menariknya, sosok Rinov kini justru berpindah ke sektor ganda putra. Ini karena Rinov terdaftar bersama Yeremia sebagai pasangan ganda putra untuk ajang Indonesia International Challenge 2025, 11-16 November mendatang.
Keempat pemain ini mengikuti jejak Jonatan Christie dan Komang Ayu Cahya Dewi yang sudah lebih dulu berkarier sebagai pemain independen.
Jonatan memutuskan mundur dari pelatnas PBSI pada 15 Mei lalu. Sementara Komang Ayu memutuskan untuk menjadi pemain independen pada 4 September.",https://akcdn.detik.net.id/visual/2024/05/26/rinovpitha-1_169.jpeg?w=650&q=90,raket,"Sabtu, 18 Okt 2025 13:10 WIB",CNN Indonesia
Klasemen MotoGP 2025 Usai Bezzecchi Menang Sprint Race GP Australia,"Marco Bezzecchi berhasil memenangkan sesi sprint race MotoGP Australia 2025, Sabtu (18/10). Berikut klasemen MotoGP 2025 usai hasil tersebut.
Marco Bezzecchi mendapatkan tambahan poin penuh 12 angka atas keberhasilannya finis di posisi pertama sesi sprint race MotoGP Australia. Bezzecchi kini mengoleksi 266 poin dan makin dekat dengan Pecco Bagnaia yang ada di posisi ketiga.
Bezzecchi kini hanya berjarak delapan angka dari Bagnaia. Bagnaia sendiri tidak mendapatkan tambahan poin dari sesi sprint race karena finis jauh di luar zona sembilan besar.
Bukan hanya Bezzecchi, Bagnaia juga harus mewaspadai ancaman Pedro Acosta. Acosta mendapat tambahan delapan poin dan kini duduk di peringkat kelima dengan catatan 222 poin.
Bila merujuk pada kecepatan yang ditunjukkan di sesi sprint race, Bezzecchi dan Acosta berpeluang untuk menambah poin di balapan Minggu.
Fernandez yang jadi runner up di sprint race MotoGP Australia juga mengalami peningkatan posisi. Tambahan sembilan poin membuat Fernandez kini ada di peringkat 11.
Fernandez melangkahi Brad BInder yang sebelumnya menghuni posisi tersebut. Brad Binder sendiri mengalami kecelakaan di sprint race MotoGP Australia.
Sementara itu Fabio Quartararo yang jadi pemilik pole hanya mendapatkan tambahan dua angka. Quartararo tak mampu bersaing di baris depan dan harus puas duduk di posisi ketujuh sprint race.
Alhasil, Quartararo saat ini masih terpaku di peringkat kesembilan pada klasemen MotoGP 2025.
1. Marc Marquez 545 poin2. Alex Marquez 366 poin3. Pecco Bagnaia 274 poin4. Marco Bezzecchi 266 poin5. Pedro Acosta 222 poin6. Franco Morbidelli 207 poin7. Fabio Di Giannantonio 186 poin8. Fermin Aldeguer 181 poin9. Fabio Quartararo 161 poin10. Johann Zarco 128 poin",https://akcdn.detik.net.id/visual/2025/10/04/sesi-practice-motogp-indonesia-2025-1759549071920_169.jpeg?w=650&q=90,raket,"Sabtu, 18 Okt 2025 12:27 WIB",CNN Indonesia
MotoGP Australia: Bezzecchi Menang Sprint Race Meski Tabrak Burung,"Marco Bezzecchi berhasil memenangkan sprint race MotoGP Australia meski sempat menabrak burung camar di sesi pemanasan jelang sprint race di Philip Island, Sabtu (18/10).
Bezzecchi tampil dominan dan memenangkan sprint race dengan penampilan yang memukau. Ia bisa finis dengan selisih 3,149 detik dari Raul Fernandez yang finis di posisi kedua.
Di balik penampilan yang dominan, Bezzecchi sejatinya sempat mendapatkan kendala. Ia menabrak burung camar di sesi pemanasan dan bahkan burung tersebut sempat tersangkut di bagian depan motor miliknya.
Beruntung bagi Bezzecchi, hal tersebut tidak berpengaruh pada performanya. Ia bisa tampil impresif dan memenangkan sprint race.
Kemenangan di sprint race MotoGP Australia membuat Bezzecchi bakal dijagokan untuk jadi yang terbaik di sesi full race. Namun, Bezzecchi harus menjalani hukuman double long lap penalty pada balapan Minggu (19/10).
Hal itu tak lepas dari insiden menabrak Marc Marquez di MotoGP Mandalika pada seri sebelumnya. Hukuman tersebut bakal jadi tantangan berat bagi Bezzecchi untuk bisa bersaing di baris depan.
Namun melihat kecepatan Bezzecchi, peluang untuk meraih kemenangan tetap terbuka.",https://akcdn.detik.net.id/visual/2025/10/04/sprint-race-motogp-mandalika-1759567540289_169.jpeg?w=650&q=90,raket,"Sabtu, 18 Okt 2025 12:01 WIB",CNN Indonesia
"Hasil Sprint Race MotoGP Australia: Bezzecchi Menang, Quartararo ke-7","Marco Bezzecchi memenangkan sprint race MotoGP Australia di Sirkuit Philip Island, Sabtu (18/10). Sementara itu Fabio Quartararo melempem meski start dari pole.
Bezzecchi jadi pembalap yang tercepat melintasi garis finis. Ia bisa mencatat selisih hingga di atas dua detik atas Raul Fernandez yang finis di posisi kedua.
Sedangkan posisi ketiga ditempati oleh Pedro Acosta. Acosta memenangkan duel sengit dalam perebutan posisi ketiga.
Dari jalannya balapan, Alex Marquez mencatat start bagus dengan langsung melesat ke posisi pertama di urutan pertama. Namun tak lama kemudian, Raul Fernandez dan Marco Bezzecchi bisa menyusul Alex Marquez. Sementara itu Fabio Quartararo yang start dari pole position terlempar ke posisi kelima.
Bezzecchi dan Fernandez meninggalkan rombongan besar hingga berjarak dua detik saat balapan memasuki lap kelima. Kedua pembalap tersebut benar-benar tak tergekar oleh Alex Marquez, Jack Miller, dan Pedro Acosta yang bersaing ketat memperebutkan posisi ketiga.
Pada lap keenam, Bezzecchi coba melakukan attack pada Fernandez. Namun Bezzecchi salah perhitungan dan ia jadi kehilangan banyak waktu. Alhasil, Bezzecchi jadi tertinggal 1 detik di belakang Fernandez.
Bezzecchi coba memperbaiki kesalahan dan bisa terus merapat ke Fernandez. Ia mencatat lap tercepat dan hanya tertinggal 0.3 detik dari Fernandez saat balapan memasuki lap kedelapan.
Ketika balapan memasuki lap kesembilan, Bezzecchi sudah benar-benar ada di belakang Fernandez dengan selisih 0,2 detik.
Dari segi kecepatan motor, Bezzecchi jelas lebih cepat dibanding Fernandez dalam beberapa lap terakhir. Alhasil, Bezzecchi bisa menyalip Fernandez saat balapan memasuki lap 10.
Setelah memimpin balapan, Bezzecchi terus melesat. Ia bisa menciptakan selisih 0,9 detik atas Fernandez di lap ke-11.
Bezzecchi makin tak terkejar di lap ke-12. Ia bisa menciptakan selisih 1,5 detik atas Fernandez. Fernandez sendiri nyaman di posisi kedua karena berjarak 2,9 detik dari Pedro Acosta.
Bezzecchi berhasil menciptakan selisih di atas dua detik ketika balapan memasuki lap terakhir. Ia tak terbendung hingga jadi pembalap pertama yang melintasi garis finis.
Sementara itu di sisi lain, Quartararo tampil melempem. Setelah terlempar ke posisi lima di awal balapan, Quartararo tidak bisa berbuat banyak untuk bangkit. Quartararo bahkan merosot ke posisi ketujuh ketika balapan tinggal menyisakan dua lap lagi.
Pertarungan sengit terjadi di perebutan posisi ketiga. Pedro Acosta berhasil merebut posisi ketiga dalam pertarungan melawan Jack Miller dan Fabio Di Giannantonio.
1. Marco Bezzecchi 19 menit 3,971 detik2. Raul Fernandez +3,149 detik3. Pedro Acosta +5,310 detik4. Jack Miller +5,376 detik5. Fabio Di Giannantonio +5,416 detik6. Alex Marquez +6,619 detik7. Fabio Quartararo +8,706 detik8. Luca Marini +8,938 detik9. Pol Espargaro +9,252 detik",https://akcdn.detik.net.id/visual/2025/10/17/practice-motogp-australia-2025-1760688693602_169.jpeg?w=650&q=90,moto gp,"Sabtu, 18 Okt 2025 11:24 WIB",CNN Indonesia
"Jepang Ingin Keluar dari AFC, Timnas Indonesia Bisa Rugi?","Rumor Jepang ingin keluar dari AFC dan memprakarsai berdirinya organisasi baru bakal memberikan efek besar di Asia. Apakah Timnas Indonesia bisa ikut rugi?
Dalam laporan media Irak, UTV, Jepang disebut kecewa atas keputusan yang diambil oleh AFC terkait sejumlah hal. Salah satunya adalah soal penentuan laga perempat final AFC Champions League yang semuanya digelar terpusat di Timur Tengah.
Bila Jepang benar-benar mengambil langkah serius, tentu bakal ada pergolakan besar di kawasan Asia. Terlebih nama yang bakal digunakan Jepang adalah 'Asia Timur' yang mungkin juga bakal membawa Indonesia yang terletak di kawasan Asia Tenggara ikut di dalamnya. Karena dari segi lokasi, Asia Tenggara berbatasan langsung dengan Asia Timur.
Andai pada akhirnya Asia benar-benar terbagi dua konfederasi, tentu ada banyak konsekuensi yang harus diterima. Contoh kecilnya adalah jatah tiket Piala Dunia.
Saat ini, ada jatah delapan tiket lolos langsung ke Piala Dunia 2026 dan hal yang sama bakal berlaku di Piala Dunia 2030 mendatang. Bila mengambil hitungan kasar, andai ada dua konfederasi di Asia, jatah tiket bakal dibagi menjadi empat tiket per konfederasi.
Dengan hitungan empat tiket per konfederasi, Indonesia yang akan tergabung ke 'Federasi Asia Timur' yang bakal diprakarsai Jepang akan mendapatkan tantangan berat.
Pasalnya, Federasi Asia Timur nanti bakal diisi oleh Jepang, Korea Selatan, dan Australia. Tiga negara itu masuk empat besar peringkat Asia dan masuk 25 besar dunia. Ketiga negara itu sudah mengantongi tiket Piala Dunia di babak ketiga.
Andai hanya ada slot empat tiket Piala Dunia, otomatis tiga negara ini bakal jadi calon kuat pemilik tiket tersebut. Di atas kertas, hanya tinggal satu tiket tersisa yang peluangnya masih besar untuk diperebutkan.
Namun di luar tiga negara tersebut, mempertimbangkan regional, persaingan di kawasan Asia Timur bakal lebih ringan untuk Indonesia. Negara-negara lain yang bakal merepotkan mungkin hanya China dan rival-rival di Asia Tenggara seperti Thailand, Vietnam, dan Malaysia.
Hal ini berbeda dibanding kawasan Timur Tengah yang punya banyak negara di zona 100 besar dunia. Sebut saja Iran, Qatar, Irak, Arab Saudi, Yordania, Uni Emirat Arab, Oman, Suriah, Bahrain, dan Palestina.
Yang menarik, status negara Asia Tengah seperti Uzbekistan, Tajikistan, dan Kirgizstan. Posisi mereka, terutama Uzbekistan, bakal mempengaruhi peta persaingan konfederasi tempat mereka berada.",https://akcdn.detik.net.id/visual/2025/10/09/indonesia-vs-arab-saudi-1759976808747_169.png?w=650&q=90,sepakbola,"Sabtu, 18 Okt 2025 10:51 WIB",CNN Indonesia
